file,url,boxes,is_primary,Is there a face?,Hard to spot?,Accident or design?,Emotion?,Person or creature?,Gender?,Amusing?,Common?,Flags,num_boxes,train,split
000026050.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026050.jpg,"[[200, 145, 54, 59]]",[True],Yes,Medium,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,2
000013589.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013589.jpg,"[[129, 132, 249, 277]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Neutral,Yes,Uncommon,,1,True,2
000014241.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014241.jpg,"[[113, 84, 283, 218]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,No,Common,,1,True,3
000027151.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027151.jpg,"[[216, 211, 75, 85]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Uncommon,,1,True,2
000005032.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005032.jpg,"[[263, 232, 101, 94], [142, 227, 100, 97]]","[False, True]",Yes,Easy,Accident,Happy,Cartoon,Neutral,Yes,Common,['Interesting'],2,True,0
000012443.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012443.jpg,"[[195, 80, 107, 234]]",[True],Yes,Hard,Accident,Scared,Other,Neutral,No,Uncommon,,1,True,1
000024392.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024392.jpg,"[[149, 237, 213, 240]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,No,Uncommon,,1,True,3
000002045.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002045.jpg,"[[58, 108, 377, 345]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,2
000003821.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003821.jpg,"[[131, 196, 124, 163]]",[True],Yes,Easy,Design,Neutral,Alien,Neutral,No,Common,,1,True,3
000003471.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003471.jpg,"[[161, 126, 190, 255]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1
000006816.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006816.jpg,"[[131.191, 182.249, 233.308, 148.92]]",[True],Yes,Hard,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000025842.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025842.jpg,"[[117, 226, 243, 256], [222, 22, 166, 123]]","[True, False]",Several,Easy,Accident,Happy,Robot,Neutral,Somewhat,Somewhat,,2,True,0
000019366.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019366.jpg,"[[120, 333, 77, 79], [288, 373, 96, 102], [380, 204, 73, 73], [160, 193, 65, 73], [243, 130, 44, 61], [327, 164, 45, 43], [411, 20, 46, 39], [100, 204, 30, 49], [44, 301, 56, 20], [79, 154, 73, 23], [193, 106, 49, 40], [263, 227, 74, 77]]","[False, False, False, False, False, False, False, False, False, False, False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],12,False,0
000024391.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024391.jpg,"[[148, 182, 162, 135]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,2
000015023.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015023.jpg,"[[70, 115, 331, 249]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Duplicate'],1,True,2
000009916.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009916.jpg,"[[160, 130, 105, 93]]",[True],Yes,Easy,Design,Neutral,Robot,Neutral,No,Somewhat,,1,True,0
000001777.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001777.jpg,"[[146, 134, 86, 71]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Common,,1,False,1
000007448.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007448.jpg,"[[158.139, 189.341, 176.576, 190.759]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000007484.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007484.jpg,"[[191.468, 124.1, 92.189, 149.629]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000001869.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001869.jpg,"[[39, 146, 387, 269]]",[True],Yes,Easy,Design,Happy,Robot,Neutral,No,Uncommon,,1,True,3
000006967.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006967.jpg,"[[157, 225, 248, 172]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,0
000025525.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025525.jpg,"[[149, 145, 181, 256]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,False,0
000005083.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005083.jpg,"[[69.496, 289.33, 339.679, 185.795]]",[True],Yes,Medium,Accident,Angry,Robot,Neutral,Somewhat,Common,['Interesting'],1,True,0
000007833.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007833.jpg,"[[257, 169, 108, 107], [303, 352, 110, 119], [22.693, 179.413, 134.736, 135.446]]","[False, False, True]",Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Common,,3,False,3
000010683.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010683.jpg,"[[332, 98, 55, 55], [306, 181, 39, 43], [109, 125, 51, 56]]","[True, False, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,3,True,3
000000732.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000732.jpg,"[[261, 57, 45, 54], [311, 126, 36, 46], [131, 284, 56, 62], [109, 35, 40, 61], [209, 88, 36, 63], [349, 212, 48, 53]]","[True, False, False, False, False, False]",Several,Easy,Design,Sad,Human-Adult,Neutral,No,Uncommon,,6,True,2
000011223.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011223.jpg,"[[72, 116, 288, 282]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,False,1
000013335.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013335.jpg,"[[197, 205, 112, 140]]",[True],Yes,Medium,Accident,Angry,Human-Adult,Male,Somewhat,Uncommon,,1,False,2
000005385.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005385.jpg,"[[193.596, 134.028, 197.141, 326.205]]",[True],Yes,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,False,1
000006351.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006351.jpg,"[[36.875, 136.864, 358.826, 287.912]]",[True],Yes,Medium,Accident,Sad,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000005440.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005440.jpg,"[[163.102, 163.812, 150.338, 231.889]]",[True],Yes,Hard,Accident,Angry,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,True,3
000010963.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010963.jpg,"[[232, 332, 122, 143]]",[True],Yes,Medium,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,False,0
000016712.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016712.jpg,"[[225, 217, 72, 105]]",[True],Yes,Easy,Accident,Neutral,Alien,Neutral,No,Uncommon,['Interesting'],1,False,3
000023832.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023832.jpg,"[[228, 153, 78, 55]]",[True],Yes,Medium,Design,Happy,Animal,Neutral,Somewhat,Common,,1,True,3
000007654.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007654.jpg,"[[165, 210, 191, 200]]",[True],Yes,Medium,Accident,Scared,Robot,Neutral,Somewhat,Somewhat,,1,True,1
000007666.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007666.jpg,"[[29, 33, 120, 86], [184, 38, 124, 87], [340, 34, 108, 83], [36, 280, 126, 87], [349, 276, 121, 89], [184.377, 256, 137.573, 122.681]]","[False, False, False, False, False, True]",Yes,Easy,Design,Happy,Robot,Neutral,Somewhat,Common,,6,False,1
000008419.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008419.jpg,"[[204, 39, 82, 106]]",[True],Yes,Hard,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,True,2
000013616.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013616.jpg,"[[84, 110, 320, 368]]",[True],Yes,Medium,Accident,Scared,Animal,Neutral,No,Uncommon,,1,True,1
000013216.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013216.jpg,"[[268, 146, 199, 207], [102, 332, 140, 159]]","[True, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,2,True,1
000010590.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010590.jpg,"[[112, 134, 220, 263]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,3
000014342.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014342.jpg,"[[98, 216, 199, 177]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,False,1
000007299.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007299.jpg,"[[337, 100, 23, 49]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,2
000001984.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001984.jpg,"[[92, 188, 358, 317]]",[True],Yes,Easy,Design,Happy,Animal,Male,No,Uncommon,['Interesting'],1,True,0
000007876.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007876.jpg,"[[151.756, 147.501, 215.579, 177.286]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,0
000005712.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005712.jpg,"[[45.385, 134.737, 190.05, 194.305]]",[True],Yes,Hard,Accident,Scared,Alien,,Yes,Uncommon,['Interesting'],1,True,2
000006173.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006173.jpg,"[[97.152, 112.044, 232.599, 258.128]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,,1,False,1
000005531.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005531.jpg,"[[219.834, 124.809, 102.116, 129.064]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,Yes,Uncommon,['Interesting'],1,True,1
000018408.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018408.jpg,"[[127, 212, 259, 217]]",[True],Yes,Easy,Accident,Neutral,Cartoon,,,Common,['Interesting'],1,True,0
000019559.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019559.jpg,"[[20, 279, 96, 100], [190, 240, 124, 157], [412, 245, 74, 79]]","[True, False, False]",Several,Easy,Accident,Neutral,Human-Old,Male,No,Somewhat,,3,False,2
000005969.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005969.jpg,"[[325, 130, 178, 210]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,1
000024803.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024803.jpg,"[[182, 199, 160, 110]]",[True],Yes,Medium,Design,Neutral,Robot,Neutral,No,Somewhat,,1,False,0
000011978.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011978.jpg,"[[196, 252, 139, 140]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000005252.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005252.jpg,"[[186.504, 80.842, 129.773, 107.79]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,Yes,Somewhat,['Interesting'],1,True,2
000007608.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007608.jpg,"[[171.612, 134.028, 174.449, 173.03]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Common,,1,True,1
000004377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004377.jpg,"[[162, 159, 180, 143]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Somewhat,,1,True,1
000016600.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016600.jpg,"[[240, 209, 110, 125]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,Somewhat,Uncommon,,1,True,2
000025878.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025878.jpg,"[[212, 222, 77, 116]]",[True],Yes,Easy,Design,Surprised,Robot,Neutral,No,Somewhat,,1,True,0
000006555.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006555.jpg,"[[151.756, 116.299, 61.696, 80.842]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Somewhat,,1,False,1
000007498.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007498.jpg,"[[185.086, 199.269, 129.064, 161.684]]",[True],Yes,Easy,Accident,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2
000010365.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010365.jpg,"[[124, 272, 255, 48]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,3
000008356.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008356.jpg,"[[210, 174, 131, 171]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,False,2
000002373.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002373.jpg,"[[169, 314, 60, 35]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,1
000003550.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003550.jpg,"[[120, 107, 258, 375]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Somewhat,,1,False,0
000005174.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005174.jpg,"[[128.355, 177.994, 285.784, 204.233]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000028212.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000028212.jpg,"[[257, 264, 46, 79]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3
000007084.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007084.jpg,"[[131.191, 107.789, 243.236, 213.452]]",[True],Yes,Hard,Accident,,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000007626.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007626.jpg,"[[140, 131, 172, 241]]",[True],Yes,Medium,Accident,Sad,Human-Adult,Male,No,Uncommon,['Interesting'],1,False,1
000005619.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005619.jpg,"[[178, 227, 161, 229]]",[True],Yes,Medium,Accident,Surprised,Alien,Neutral,No,Somewhat,,1,True,1
000023083.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023083.jpg,"[[214, 241, 87, 160]]",[True],Yes,Easy,Design,Happy,Human-Young,Female,No,Common,,1,True,0
000009238.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009238.jpg,"[[114, 108, 301, 307]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000011449.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011449.jpg,"[[153, 144, 203, 213]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Neutral,No,Common,['Interesting'],1,False,2
000014503.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014503.jpg,"[[221, 163, 127, 133]]",[True],Yes,Medium,Accident,Happy,Alien,Neutral,No,Somewhat,,1,False,0
000004448.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004448.jpg,"[[229, 121, 80, 82]]",[True],Yes,Hard,Accident,Happy,Other,Neutral,No,Somewhat,,1,True,2
000006273.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006273.jpg,"[[187, 204, 52, 125]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,1
000011493.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011493.jpg,"[[114, 41, 70, 74], [312, 33, 120, 88], [163, 351, 104, 98], [364, 313, 70, 80]]","[True, False, False, False]",Several,Easy,Design,Neutral,Animal,Neutral,No,Somewhat,,4,False,2
000006824.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006824.jpg,"[[253.163, 76.587, 203.524, 188.632]]",[True],Yes,Hard,Accident,Sad,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000008156.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008156.jpg,"[[179, 133, 179, 195]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000027624.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027624.jpg,"[[187, 228, 216, 150]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Somewhat,,1,True,3
000026027.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026027.jpg,"[[146, 190, 235, 267]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Female,No,Somewhat,,1,True,2
000007261.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007261.jpg,"[[188.632, 158.848, 104.952, 221.252]]",[True],Yes,Hard,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000007423.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007423.jpg,"[[160.975, 217.706, 59.568, 46.095]]",[True],Yes,Hard,Accident,Surprised,Robot,Neutral,Somewhat,Uncommon,['Interesting'],1,False,1
000019701.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019701.jpg,"[[85, 142, 324, 222]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Somewhat,,1,False,3
000008645.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008645.jpg,"[[98, 65, 342, 258]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,3
000007955.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007955.jpg,"[[167.357, 153.175, 147.502, 144.664]]",[True],Yes,Medium,Accident,Sad,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000015831.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015831.jpg,"[[221, 242, 80, 149]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Male,No,Uncommon,,1,True,0
000000444.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000444.jpg,"[[184, 278, 127, 169]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,2
000011241.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011241.jpg,"[[86, 0, 341, 508]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Female,No,Common,['Interesting'],1,True,3
000024558.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024558.jpg,"[[42, 128, 330, 291]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,3
000006615.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006615.jpg,"[[210, 274, 108, 123], [354, 173, 102, 137], [34.039, 123.391, 133.318, 149.628]]","[False, False, True]",Several,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,,3,True,0
000000555.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000555.jpg,"[[284, 198, 77, 127]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Neutral,No,Uncommon,,1,True,0
000013628.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013628.jpg,"[[312, 193, 63, 124]]",[True],Yes,Easy,Accident,Surprised,Robot,Neutral,Somewhat,Somewhat,,1,False,1
000005347.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005347.jpg,"[[156.011, 136.155, 172.321, 243.945]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000023712.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023712.jpg,"[[327, 79, 133, 113]]",[True],Yes,Hard,Accident,Angry,Animal,Neutral,No,Uncommon,,1,True,3
000000809.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000809.jpg,"[[137, 228, 87, 75]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,False,2
000024912.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024912.jpg,"[[189, 195, 130, 163]]",[True],Yes,Hard,Accident,Angry,Human-Adult,Male,Somewhat,Uncommon,,1,True,0
000001595.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001595.jpg,"[[114, 157, 295, 223]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,2
000000349.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000349.jpg,"[[74, 66, 277, 402]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,1
000006350.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006350.jpg,"[[248, 9, 75, 98], [309, 80, 72, 72]]","[False, True]",Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Common,,2,True,0
000006796.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006796.jpg,"[[176.576, 137.573, 163.812, 211.325]]",[True],Yes,Hard,Accident,Surprised,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,False,0
000001065.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001065.jpg,"[[245, 129, 38, 42]]",[True],Yes,Easy,Design,Neutral,Alien,Neutral,No,Uncommon,['Interesting'],1,False,0
000013237.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013237.jpg,"[[168, 254, 129, 94]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,False,3
000004583.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004583.jpg,"[[213, 117, 112, 79]]",[True],Yes,Medium,Design,Happy,Other,Neutral,No,Common,,1,True,1
000008734.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008734.jpg,"[[162, 166, 62, 54], [259, 290, 102, 99], [195, 119, 73, 51]]","[False, False, True]",Several,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],3,False,0
000005501.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005501.jpg,"[[121.972, 85.806, 290.748, 200.687]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Common,['Interesting'],1,False,3
000018401.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018401.jpg,"[[353, 154, 72, 74], [261, 191, 65, 91], [454, 195, 58, 94]]","[True, False, False]",Several,Easy,Design,Happy,Animal,Neutral,No,Uncommon,,3,True,2
000021435.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021435.jpg,"[[237, 91, 158, 139]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,3
000008230.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008230.jpg,"[[165, 131, 174, 233]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1
000013135.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013135.jpg,"[[139, 194, 66, 67]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Common,,1,False,3
000001337.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001337.jpg,"[[178, 75, 124, 288]]",[True],Yes,Medium,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,False,0
000011263.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011263.jpg,"[[164, 180, 191, 164]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,False,2
000008369.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008369.jpg,"[[162, 247, 147, 134]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,2
000025352.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025352.jpg,"[[219, 203, 216, 167]]",[True],Yes,,Design,Happy,Robot,Neutral,No,Common,,1,True,0
000009100.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009100.jpg,"[[357, 134, 93, 154]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,2
000009137.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009137.jpg,"[[212, 255, 52, 45]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Uncommon,['Interesting'],1,True,0
000007631.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007631.jpg,"[[6.382, 129.773, 164.521, 192.886]]",[True],Yes,Hard,Accident,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000011433.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011433.jpg,"[[171, 157, 158, 182], [176, 262, 149, 71]]","[True, False]",Several,Easy,Design,Happy,Animal,Neutral,No,Common,,2,False,3
000024606.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024606.jpg,"[[97, 129, 261, 151]]",[True],Yes,Medium,Accident,Angry,Alien,Neutral,No,Uncommon,,1,True,2
000019052.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019052.jpg,"[[79, 89, 317, 280]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Common,,1,True,2
000021163.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021163.jpg,"[[323, 192, 116, 170], [64, 300, 131, 190], [222, 198, 123, 252]]","[False, False, True]",Several,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],3,True,0
